Data,Period,Organisation unit,Value,Numerator,Denominator,Factor,Multiplier,Divisor
MAL - Confirmed malaria cases,January 2024,16 Champasak,159,,,,,
MAL - Confirmed malaria cases,May 2024,14 Salavan,197,,,,,
MAL - Malaria suspects tested (RDT),December 2024,10 Vientiane,176,,,,,
MAL - RDT positive malaria cases,May 2024,06 Louangphabang,25,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,03 Louangnamtha,3,,,,,
MAL - Malaria suspects tested (RDT),July 2024,06 Louangphabang,292,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,04 Oudomxai,3,,,,,
MAL - Microscopy positive malaria cases,October 2024,07 Houaphan,9,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,14 Salavan,348,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,09 Xiangkhouang,9,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,15 Xekong,362,,,,,
MAL - Confirmed malaria cases,July 2024,03 Louangnamtha,3,,,,,
MAL - RDT positive malaria cases,February 2024,15 Xekong,93,,,,,
MAL - Confirmed malaria cases,September 2024,16 Champasak,165,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,16 Champasak,1290,,,,,
MAL - RDT positive malaria cases,September 2024,06 Louangphabang,14,,,,,
MAL - Confirmed malaria cases,January 2024,14 Salavan,156,,,,,
MAL - Confirmed malaria cases,May 2024,16 Champasak,178,,,,,
MAL - Malaria suspects tested (RDT),March 2024,06 Louangphabang,248,,,,,
MAL - RDT positive malaria cases,November 2024,Lao PDR,986,,,,,
MAL - Microscopy positive malaria cases,April 2024,10 Vientiane,3,,,,,
MAL - RDT positive malaria cases,June 2024,17 Attapu,92,,,,,
MAL - RDT positive malaria cases,March 2024,17 Attapu,31,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,11 Bolikhamxai,4,,,,,
MAL - Microscopy positive malaria cases,September 2024,10 Vientiane,3,,,,,
MAL - RDT positive malaria cases,August 2024,17 Attapu,77,,,,,
MAL - Confirmed malaria cases,May 2024,12 Khammouan,4,,,,,
MAL - Malaria suspects tested (RDT),October 2024,01 Vientiane Capital,170,,,,,
MAL - Confirmed malaria cases,July 2024,12 Khammouan,29,,,,,
MAL - Malaria suspects tested (RDT),December 2024,01 Vientiane Capital,109,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,12 Khammouan,124,,,,,
MAL - Malaria suspects tested (RDT),September 2024,10 Vientiane,210,,,,,
MAL - RDT positive malaria cases,November 2024,18 Xaisomboun,30,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,11 Bolikhamxai,63,,,,,
MAL - Confirmed malaria cases,August 2024,12 Khammouan,9,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,11 Bolikhamxai,19,,,,,
MAL - Malaria suspects tested (RDT),May 2024,04 Oudomxai,224,,,,,
MAL - Malaria suspects tested (RDT),March 2024,04 Oudomxai,158,,,,,
MAL - RDT positive malaria cases,May 2024,17 Attapu,65,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,12 Khammouan,387,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,12 Khammouan,463,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,11 Bolikhamxai,3,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,12 Khammouan,335,,,,,
MAL - Confirmed malaria cases,February 2024,11 Bolikhamxai,26,,,,,
MAL - Microscopy positive malaria cases,December 2024,01 Vientiane Capital,9,,,,,
MAL - Confirmed malaria cases,January 2024,11 Bolikhamxai,27,,,,,
MAL - Confirmed malaria cases,July 2024,11 Bolikhamxai,5,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,11 Bolikhamxai,19,,,,,
MAL - Microscopy positive malaria cases,January 2024,01 Vientiane Capital,1,,,,,
MAL - RDT positive malaria cases,November 2024,05 Bokeo,1,,,,,
MAL - Malaria suspects tested (RDT),February 2024,03 Louangnamtha,106,,,,,
MAL - Malaria suspects tested (RDT),August 2024,04 Oudomxai,346,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,11 Bolikhamxai,31,,,,,
MAL - Confirmed malaria cases,April 2024,11 Bolikhamxai,26,,,,,
MAL - Confirmed malaria cases,October 2024,12 Khammouan,13,,,,,
MAL - RDT positive malaria cases,January 2024,08 Xainyabouli,11,,,,,
MAL - RDT positive malaria cases,August 2024,18 Xaisomboun,27,,,,,
MAL - Malaria suspects tested (RDT),November 2024,11 Bolikhamxai,158,,,,,
MAL - Confirmed malaria cases,November 2024,12 Khammouan,43,,,,,
MAL - RDT positive malaria cases,November 2024,17 Attapu,79,,,,,
MAL - RDT positive malaria cases,December 2024,03 Louangnamtha,4,,,,,
MAL - RDT positive malaria cases,March 2024,08 Xainyabouli,16,,,,,
MAL - RDT positive malaria cases,April 2024,08 Xainyabouli,24,,,,,
MAL - RDT positive malaria cases,December 2024,17 Attapu,56,,,,,
MAL - RDT positive malaria cases,March 2024,18 Xaisomboun,20,,,,,
MAL - Malaria suspects tested (RDT),February 2024,01 Vientiane Capital,106,,,,,
MAL - Malaria suspects tested (RDT),May 2024,03 Louangnamtha,113,,,,,
MAL - Malaria suspects tested (RDT),July 2024,03 Louangnamtha,191,,,,,
MAL - Malaria suspects tested (RDT),April 2024,01 Vientiane Capital,83,,,,,
MAL - Malaria suspects tested (RDT),January 2024,01 Vientiane Capital,99,,,,,
MAL - Malaria suspects tested (RDT),April 2024,03 Louangnamtha,80,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,10 Vientiane,74,,,,,
MAL - Malaria suspects tested (RDT),November 2024,04 Oudomxai,246,,,,,
MAL - Malaria suspects tested (RDT),February 2024,10 Vientiane,178,,,,,
MAL - Malaria suspects tested (RDT),January 2024,10 Vientiane,250,,,,,
MAL - Malaria suspects tested (RDT),April 2024,10 Vientiane,116,,,,,
MAL - Malaria suspects tested (RDT),September 2024,01 Vientiane Capital,118,,,,,
MAL - Malaria suspects tested (RDT),January 2024,18 Xaisomboun,60,,,,,
MAL - Malaria suspects tested (RDT),July 2024,10 Vientiane,167,,,,,
MAL - Malaria suspects tested (RDT),April 2024,18 Xaisomboun,66,,,,,
MAL - Microscopy positive malaria cases,December 2024,10 Vientiane,3,,,,,
MAL - Malaria suspects tested (RDT),July 2024,01 Vientiane Capital,102,,,,,
MAL - Malaria suspects tested (RDT),March 2024,18 Xaisomboun,67,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,12 Khammouan,193,,,,,
MAL - RDT positive malaria cases,February 2024,Lao PDR,684,,,,,
MAL - RDT positive malaria cases,May 2024,18 Xaisomboun,32,,,,,
MAL - Confirmed malaria cases,May 2024,02 Phongsali,40,,,,,
MAL - RDT positive malaria cases,June 2024,18 Xaisomboun,31,,,,,
MAL - Malaria suspects tested (RDT),February 2024,11 Bolikhamxai,87,,,,,
MAL - Microscopy positive malaria cases,July 2024,12 Khammouan,2,,,,,
MAL - Confirmed malaria cases,March 2024,10 Vientiane,15,,,,,
MAL - RDT positive malaria cases,April 2024,03 Louangnamtha,2,,,,,
MAL - Microscopy positive malaria cases,February 2024,11 Bolikhamxai,12,,,,,
MAL - Microscopy positive malaria cases,April 2024,11 Bolikhamxai,17,,,,,
MAL - RDT positive malaria cases,May 2024,Lao PDR,922,,,,,
MAL - RDT positive malaria cases,December 2024,14 Salavan,86,,,,,
MAL - Confirmed malaria cases,August 2024,02 Phongsali,55,,,,,
MAL - Malaria suspects tested (RDT),May 2024,12 Khammouan,375,,,,,
MAL - Microscopy positive malaria cases,May 2024,05 Bokeo,30,,,,,
MAL - Malaria suspects tested (RDT),August 2024,05 Bokeo,50,,,,,
MAL - Malaria suspects tested (RDT),June 2024,18 Xaisomboun,63,,,,,
MAL - Malaria suspects tested (RDT),August 2024,11 Bolikhamxai,176,,,,,
MAL - Malaria suspects tested (RDT),June 2024,05 Bokeo,85,,,,,
MAL - Microscopy positive malaria cases,May 2024,12 Khammouan,2,,,,,
MAL - RDT positive malaria cases,July 2024,Lao PDR,1190,,,,,
MAL - Malaria suspects tested (RDT),March 2024,12 Khammouan,346,,,,,
MAL - Microscopy positive malaria cases,July 2024,05 Bokeo,29,,,,,
MAL - Confirmed malaria cases,January 2024,10 Vientiane,13,,,,,
MAL - Confirmed malaria cases,September 2024,01 Vientiane Capital,37,,,,,
MAL - RDT positive malaria cases,October 2024,16 Champasak,87,,,,,
MAL - Malaria suspects tested (RDT),November 2024,05 Bokeo,42,,,,,
MAL - Malaria suspects tested (RDT),October 2024,03 Louangnamtha,155,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,02 Phongsali,66,,,,,
MAL - Microscopy positive malaria cases,November 2024,05 Bokeo,0,,,,,
MAL - RDT positive malaria cases,April 2024,16 Champasak,160,,,,,
MAL - Malaria suspects tested (RDT),November 2024,12 Khammouan,353,,,,,
MAL - RDT positive malaria cases,August 2024,14 Salavan,159,,,,,
MAL - RDT positive malaria cases,June 2024,14 Salavan,270,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,10 Vientiane,52,,,,,
MAL - RDT positive malaria cases,June 2024,08 Xainyabouli,33,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,10 Vientiane,60,,,,,
MAL - Confirmed malaria cases,September 2024,10 Vientiane,12,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,01 Vientiane Capital,3,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,01 Vientiane Capital,67,,,,,
MAL - RDT positive malaria cases,August 2024,05 Bokeo,4,,,,,
MAL - Confirmed malaria cases,November 2024,02 Phongsali,33,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,04 Oudomxai,4,,,,,
MAL - RDT positive malaria cases,February 2024,16 Champasak,152,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,04 Oudomxai,2,,,,,
MAL - Microscopy positive malaria cases,March 2024,01 Vientiane Capital,4,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,01 Vientiane Capital,2,,,,,
MAL - Malaria suspects tested (RDT),February 2024,04 Oudomxai,267,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,03 Louangnamtha,4,,,,,
MAL - Microscopy positive malaria cases,January 2024,10 Vientiane,4,,,,,
MAL - Microscopy positive malaria cases,September 2024,01 Vientiane Capital,13,,,,,
MAL - Malaria suspects tested (RDT),April 2024,17 Attapu,791,,,,,
MAL - Malaria suspects tested (RDT),June 2024,17 Attapu,854,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,02 Phongsali,48,,,,,
MAL - Confirmed malaria cases,March 2024,01 Vientiane Capital,24,,,,,
MAL - Microscopy positive malaria cases,March 2024,10 Vientiane,4,,,,,
MAL - RDT positive malaria cases,October 2024,Lao PDR,886,,,,,
MAL - Confirmed malaria cases,April 2024,03 Louangnamtha,2,,,,,
MAL - Confirmed malaria cases,January 2024,01 Vientiane Capital,11,,,,,
MAL - Malaria suspects tested (RDT),July 2024,08 Xainyabouli,412,,,,,
MAL - Confirmed malaria cases,January 2024,15 Xekong,112,,,,,
MAL - Confirmed malaria cases,March 2024,18 Xaisomboun,19,,,,,
MAL - RDT positive malaria cases,October 2024,11 Bolikhamxai,3,,,,,
MAL - Confirmed malaria cases,May 2024,05 Bokeo,42,,,,,
MAL - Malaria suspects tested (RDT),April 2024,08 Xainyabouli,224,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,05 Bokeo,3,,,,,
MAL - Confirmed malaria cases,December 2024,03 Louangnamtha,4,,,,,
MAL - Microscopy positive malaria cases,March 2024,14 Salavan,7,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,15 Xekong,601,,,,,
MAL - Confirmed malaria cases,April 2024,15 Xekong,123,,,,,
MAL - Malaria suspects tested (RDT),September 2024,14 Salavan,2005,,,,,
MAL - Malaria suspects tested (RDT),January 2024,14 Salavan,1726,,,,,
MAL - Microscopy positive malaria cases,June 2024,08 Xainyabouli,9,,,,,
MAL - RDT positive malaria cases,July 2024,13 Savannakhet,341,,,,,
MAL - Malaria suspects tested (RDT),July 2024,09 Xiangkhouang,185,,,,,
MAL - Malaria suspects tested (RDT),August 2024,02 Phongsali,291,,,,,
MAL - Malaria suspects tested (RDT),August 2024,16 Champasak,2130,,,,,
MAL - Confirmed malaria cases,September 2024,15 Xekong,150,,,,,
MAL - Malaria suspects tested (RDT),May 2024,16 Champasak,1739,,,,,
MAL - Confirmed malaria cases,December 2024,07 Houaphan,62,,,,,
MAL - Microscopy positive malaria cases,August 2024,14 Salavan,24,,,,,
MAL - Microscopy positive malaria cases,May 2024,02 Phongsali,5,,,,,
MAL - Microscopy positive malaria cases,July 2024,16 Champasak,44,,,,,
MAL - RDT positive malaria cases,February 2024,13 Savannakhet,117,,,,,
MAL - Malaria suspects tested (RDT),April 2024,14 Salavan,1174,,,,,
MAL - Microscopy positive malaria cases,September 2024,08 Xainyabouli,4,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,17 Attapu,284,,,,,
MAL - RDT positive malaria cases,January 2024,01 Vientiane Capital,11,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,17 Attapu,430,,,,,
MAL - Malaria suspects tested (RDT),March 2024,02 Phongsali,188,,,,,
MAL - Malaria suspects tested (RDT),May 2024,Lao PDR,8123,,,,,
MAL - RDT positive malaria cases,June 2024,01 Vientiane Capital,11,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,18 Xaisomboun,11,,,,,
MAL - Malaria suspects tested (RDT),October 2024,08 Xainyabouli,383,,,,,
MAL - Malaria suspects tested (RDT),October 2024,09 Xiangkhouang,186,,,,,
MAL - Confirmed malaria cases,August 2024,18 Xaisomboun,35,,,,,
MAL - Microscopy positive malaria cases,April 2024,16 Champasak,22,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,18 Xaisomboun,17,,,,,
MAL - Confirmed malaria cases,October 2024,15 Xekong,115,,,,,
MAL - Malaria suspects tested (RDT),April 2024,09 Xiangkhouang,135,,,,,
MAL - Microscopy positive malaria cases,January 2024,08 Xainyabouli,1,,,,,
MAL - Malaria suspects tested (RDT),August 2024,Lao PDR,11725,,,,,
MAL - Microscopy positive malaria cases,December 2024,08 Xainyabouli,6,,,,,
MAL - Microscopy positive malaria cases,August 2024,17 Attapu,3,,,,,
MAL - Confirmed malaria cases,November 2024,18 Xaisomboun,37,,,,,
MAL - RDT positive malaria cases,May 2024,12 Khammouan,2,,,,,
MAL - RDT positive malaria cases,October 2024,13 Savannakhet,324,,,,,
MAL - Microscopy positive malaria cases,March 2024,17 Attapu,7,,,,,
MAL - RDT positive malaria cases,June 2024,10 Vientiane,15,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,02 Phongsali,25,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,05 Bokeo,31,,,,,
MAL - Confirmed malaria cases,January 2024,07 Houaphan,88,,,,,
MAL - RDT positive malaria cases,September 2024,01 Vientiane Capital,28,,,,,
MAL - RDT positive malaria cases,January 2024,10 Vientiane,9,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,02 Phongsali,62,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,18 Xaisomboun,16,,,,,
MAL - Confirmed malaria cases,March 2024,17 Attapu,36,,,,,
MAL - Confirmed malaria cases,December 2024,10 Vientiane,21,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,05 Bokeo,40,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,08 Xainyabouli,28,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,09 Xiangkhouang,5,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,09 Xiangkhouang,9,,,,,
MAL - Microscopy positive malaria cases,October 2024,Lao PDR,143,,,,,
MAL - RDT positive malaria cases,October 2024,04 Oudomxai,2,,,,,
MAL - Malaria suspects tested (RDT),December 2024,17 Attapu,757,,,,,
MAL - Microscopy positive malaria cases,November 2024,18 Xaisomboun,9,,,,,
MAL - RDT positive malaria cases,September 2024,10 Vientiane,9,,,,,
MAL - Confirmed malaria cases,December 2024,01 Vientiane Capital,32,,,,,
MAL - RDT positive malaria cases,December 2024,08 Xainyabouli,62,,,,,
MAL - Confirmed malaria cases,June 2024,10 Vientiane,19,,,,,
MAL - Confirmed malaria cases,February 2024,02 Phongsali,24,,,,,
MAL - Confirmed malaria cases,October 2024,13 Savannakhet,303,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,01 Vientiane Capital,31,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,04 Oudomxai,3,,,,,
MAL - Confirmed malaria cases,July 2024,04 Oudomxai,2,,,,,
MAL - Malaria suspects tested (RDT),August 2024,12 Khammouan,549,,,,,
MAL - Confirmed malaria cases,June 2024,01 Vientiane Capital,12,,,,,
MAL - RDT positive malaria cases,January 2024,03 Louangnamtha,1,,,,,
MAL - RDT positive malaria cases,September 2024,03 Louangnamtha,2,,,,,
MAL - Confirmed malaria cases,March 2024,06 Louangphabang,16,,,,,
MAL - Microscopy positive malaria cases,July 2024,11 Bolikhamxai,0,,,,,
MAL - Microscopy positive malaria cases,April 2024,15 Xekong,38,,,,,
MAL - Microscopy positive malaria cases,February 2024,12 Khammouan,2,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,08 Xainyabouli,92,,,,,
MAL - Malaria suspects tested (RDT),September 2024,18 Xaisomboun,74,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,14 Salavan,580,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,09 Xiangkhouang,6,,,,,
MAL - Microscopy positive malaria cases,August 2024,18 Xaisomboun,13,,,,,
MAL - RDT positive malaria cases,December 2024,10 Vientiane,18,,,,,
MAL - Malaria suspects tested (RDT),February 2024,15 Xekong,410,,,,,
MAL - Malaria suspects tested (RDT),May 2024,11 Bolikhamxai,107,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,16 Champasak,1459,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,07 Houaphan,52,,,,,
MAL - Malaria suspects tested (RDT),November 2024,Lao PDR,11276,,,,,
MAL - RDT positive malaria cases,December 2024,07 Houaphan,46,,,,,
MAL - Malaria suspects tested (RDT),March 2024,05 Bokeo,50,,,,,
MAL - RDT positive malaria cases,December 2024,01 Vientiane Capital,27,,,,,
MAL - Confirmed malaria cases,October 2024,11 Bolikhamxai,3,,,,,
MAL - RDT positive malaria cases,September 2024,08 Xainyabouli,22,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,10 Vientiane,133,,,,,
MAL - RDT positive malaria cases,March 2024,14 Salavan,79,,,,,
MAL - Malaria suspects tested (RDT),May 2024,13 Savannakhet,1152,,,,,
MAL - Microscopy positive malaria cases,October 2024,16 Champasak,8,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,10 Vientiane,45,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,07 Houaphan,29,,,,,
MAL - RDT positive malaria cases,July 2024,16 Champasak,165,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,07 Houaphan,54,,,,,
MAL - RDT positive malaria cases,May 2024,05 Bokeo,22,,,,,
MAL - Microscopy positive malaria cases,July 2024,13 Savannakhet,45,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,01 Vientiane Capital,2,,,,,
MAL - Malaria suspects tested (RDT),November 2024,16 Champasak,2507,,,,,
MAL - Confirmed malaria cases,September 2024,07 Houaphan,72,,,,,
MAL - Microscopy positive malaria cases,July 2024,Lao PDR,242,,,,,
MAL - Confirmed malaria cases,October 2024,04 Oudomxai,2,,,,,
MAL - RDT positive malaria cases,July 2024,04 Oudomxai,2,,,,,
MAL - Confirmed malaria cases,January 2024,03 Louangnamtha,1,,,,,
MAL - Malaria suspects tested (RDT),September 2024,17 Attapu,1767,,,,,
MAL - Confirmed malaria cases,December 2024,08 Xainyabouli,67,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,12 Khammouan,172,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,15 Xekong,341,,,,,
MAL - RDT positive malaria cases,January 2024,07 Houaphan,74,,,,,
MAL - Malaria suspects tested (RDT),September 2024,06 Louangphabang,398,,,,,
MAL - RDT positive malaria cases,March 2024,06 Louangphabang,12,,,,,
MAL - Microscopy positive malaria cases,June 2024,01 Vientiane Capital,1,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,08 Xainyabouli,53,,,,,
MAL - Malaria suspects tested (RDT),December 2024,18 Xaisomboun,86,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,09 Xiangkhouang,12,,,,,
MAL - Malaria suspects tested (RDT),July 2024,07 Houaphan,210,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,04 Oudomxai,3,,,,,
MAL - Malaria suspects tested (RDT),October 2024,10 Vientiane,162,,,,,
MAL - Confirmed malaria cases,September 2024,03 Louangnamtha,2,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,13 Savannakhet,1157,,,,,
MAL - Malaria suspects tested (RDT),January 2024,17 Attapu,913,,,,,
MAL - Malaria suspects tested (RDT),January 2024,06 Louangphabang,209,,,,,
MAL - Malaria suspects tested with microscopy,January 2024,03 Louangnamtha,22,,,,,
MAL - RDT positive malaria cases,April 2024,15 Xekong,110,,,,,
MAL - Confirmed malaria cases,July 2024,16 Champasak,180,,,,,
MAL - RDT positive malaria cases,July 2024,11 Bolikhamxai,5,,,,,
MAL - Confirmed malaria cases,July 2024,13 Savannakhet,334,,,,,
MAL - Microscopy positive malaria cases,June 2024,10 Vientiane,4,,,,,
MAL - Microscopy positive malaria cases,December 2024,07 Houaphan,16,,,,,
MAL - Confirmed malaria cases,March 2024,14 Salavan,81,,,,,
MAL - RDT positive malaria cases,September 2024,07 Houaphan,56,,,,,
MAL - Malaria suspects tested (RDT),October 2024,13 Savannakhet,2085,,,,,
MAL - RDT positive malaria cases,February 2024,02 Phongsali,26,,,,,
MAL - Malaria suspects tested (RDT),December 2024,13 Savannakhet,1245,,,,,
MAL - Malaria suspects tested (RDT),November 2024,13 Savannakhet,2164,,,,,
MAL - RDT positive malaria cases,April 2024,02 Phongsali,33,,,,,
MAL - RDT positive malaria cases,March 2024,02 Phongsali,27,,,,,
MAL - RDT positive malaria cases,May 2024,02 Phongsali,38,,,,,
MAL - RDT positive malaria cases,June 2024,02 Phongsali,23,,,,,
MAL - Malaria suspects tested (RDT),August 2024,13 Savannakhet,2182,,,,,
MAL - Malaria suspects tested (RDT),September 2024,13 Savannakhet,2000,,,,,
MAL - Malaria suspects tested (RDT),July 2024,13 Savannakhet,1743,,,,,
MAL - Malaria suspects tested (RDT),June 2024,13 Savannakhet,1458,,,,,
MAL - RDT positive malaria cases,January 2024,02 Phongsali,11,,,,,
MAL - Confirmed malaria cases,September 2024,08 Xainyabouli,26,,,,,
MAL - Microscopy positive malaria cases,June 2024,06 Louangphabang,4,,,,,
MAL - Microscopy positive malaria cases,May 2024,06 Louangphabang,4,,,,,
MAL - Confirmed malaria cases,July 2024,08 Xainyabouli,26,,,,,
MAL - Microscopy positive malaria cases,March 2024,06 Louangphabang,7,,,,,
MAL - Microscopy positive malaria cases,July 2024,06 Louangphabang,2,,,,,
MAL - Confirmed malaria cases,August 2024,08 Xainyabouli,52,,,,,
MAL - Microscopy positive malaria cases,January 2024,15 Xekong,35,,,,,
MAL - Microscopy positive malaria cases,February 2024,06 Louangphabang,12,,,,,
MAL - Microscopy positive malaria cases,January 2024,06 Louangphabang,20,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,13 Savannakhet,732,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,13 Savannakhet,963,,,,,
MAL - Microscopy positive malaria cases,August 2024,06 Louangphabang,3,,,,,
MAL - Confirmed malaria cases,February 2024,08 Xainyabouli,20,,,,,
MAL - Malaria suspects tested (RDT),November 2024,07 Houaphan,183,,,,,
MAL - Confirmed malaria cases,March 2024,08 Xainyabouli,17,,,,,
MAL - Confirmed malaria cases,April 2024,08 Xainyabouli,28,,,,,
MAL - Malaria suspects tested (RDT),October 2024,07 Houaphan,136,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,13 Savannakhet,684,,,,,
MAL - Confirmed malaria cases,May 2024,08 Xainyabouli,26,,,,,
MAL - Microscopy positive malaria cases,April 2024,06 Louangphabang,3,,,,,
MAL - Confirmed malaria cases,June 2024,08 Xainyabouli,40,,,,,
MAL - Malaria suspects tested (RDT),December 2024,07 Houaphan,189,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,07 Houaphan,42,,,,,
MAL - Microscopy positive malaria cases,September 2024,15 Xekong,58,,,,,
MAL - Confirmed malaria cases,November 2024,17 Attapu,69,,,,,
MAL - Microscopy positive malaria cases,July 2024,15 Xekong,63,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,07 Houaphan,67,,,,,
MAL - Microscopy positive malaria cases,May 2024,15 Xekong,32,,,,,
MAL - RDT positive malaria cases,November 2024,02 Phongsali,28,,,,,
MAL - Confirmed malaria cases,January 2024,08 Xainyabouli,12,,,,,
MAL - Confirmed malaria cases,November 2024,13 Savannakhet,360,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,08 Xainyabouli,76,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,07 Houaphan,82,,,,,
MAL - RDT positive malaria cases,November 2024,07 Houaphan,58,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,08 Xainyabouli,114,,,,,
MAL - Microscopy positive malaria cases,December 2024,Lao PDR,154,,,,,
MAL - Microscopy positive malaria cases,March 2024,15 Xekong,19,,,,,
MAL - Confirmed malaria cases,August 2024,17 Attapu,71,,,,,
MAL - Malaria suspects tested (RDT),February 2024,13 Savannakhet,1260,,,,,
MAL - RDT positive malaria cases,January 2024,12 Khammouan,8,,,,,
MAL - Malaria suspects tested (RDT),April 2024,13 Savannakhet,1265,,,,,
MAL - RDT positive malaria cases,March 2024,12 Khammouan,5,,,,,
MAL - Confirmed malaria cases,June 2024,07 Houaphan,58,,,,,
MAL - Microscopy positive malaria cases,November 2024,16 Champasak,10,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,07 Houaphan,38,,,,,
MAL - Confirmed malaria cases,August 2024,07 Houaphan,81,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,07 Houaphan,75,,,,,
MAL - RDT positive malaria cases,August 2024,02 Phongsali,55,,,,,
MAL - Confirmed malaria cases,November 2024,05 Bokeo,1,,,,,
MAL - Microscopy positive malaria cases,June 2024,Lao PDR,240,,,,,
MAL - RDT positive malaria cases,February 2024,11 Bolikhamxai,18,,,,,
MAL - Microscopy positive malaria cases,April 2024,Lao PDR,210,,,,,
MAL - Confirmed malaria cases,April 2024,13 Savannakhet,185,,,,,
MAL - Malaria suspects tested with microscopy,November 2024,17 Attapu,300,,,,,
MAL - Confirmed malaria cases,November 2024,08 Xainyabouli,56,,,,,
MAL - Microscopy positive malaria cases,December 2024,15 Xekong,52,,,,,
MAL - Confirmed malaria cases,February 2024,13 Savannakhet,115,,,,,
MAL - Microscopy positive malaria cases,February 2024,Lao PDR,155,,,,,
MAL - RDT positive malaria cases,February 2024,07 Houaphan,65,,,,,
MAL - Malaria suspects tested (RDT),August 2024,07 Houaphan,202,,,,,
MAL - Malaria suspects tested with microscopy,June 2024,13 Savannakhet,951,,,,,
MAL - Malaria suspects tested with microscopy,April 2024,13 Savannakhet,756,,,,,
MAL - RDT positive malaria cases,April 2024,07 Houaphan,44,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,13 Savannakhet,2335,,,,,
MAL - Malaria suspects tested (RDT),April 2024,07 Houaphan,143,,,,,
MAL - Malaria suspects tested (RDT),June 2024,07 Houaphan,162,,,,,
MAL - RDT positive malaria cases,June 2024,07 Houaphan,56,,,,,
MAL - Microscopy positive malaria cases,October 2024,15 Xekong,49,,,,,
MAL - Microscopy positive malaria cases,November 2024,06 Louangphabang,4,,,,,
